"sample","B.cells.naive","B.cells.memory","T.cells.CD8","T.cells.CD4.naive","T.cells.CD4.memory.resting","T.cells.CD4.memory.activated","T.cells.follicular.helper","T.cells.regulatory..Tregs.","T.cells.gamma.delta","NK.cells.resting","NK.cells.activated","Monocytes","Macrophages.M0","Macrophages.M1","Macrophages.M2","Dendritic.cells.resting","Dendritic.cells.activated","Mast.cells.resting","Mast.cells.activated","Eosinophils","Neutrophils","TILs","buffa.bin","Bacteroides.fragilis","Pichia.kudriavzevii"
"SL343259",0.212603138634658,0,0,0.0115107416978708,0.0488285698193436,0,0,0.00380138383877842,0,0.0374350941807139,0,0.0361618794986878,0.279750836447935,0,0.0903517130105609,0,0,0,0.185225390052937,0.0214104065396677,0,0.927079153721153,"High",0,4.92767363899225e-09
"SL355533",0.0904213526703937,0.0344532014771757,0.334213173307125,0,0,0.0612814244698026,0.0008437381530288,0,0,0,0,0.0140125582819795,0.183265824267887,0.0347960536295455,0.0110225166911461,0,0,0,0.0694808812082633,0,0,0.833790724156347,"Low",3.58548592429457e-08,1.03580704479621e-07
"SL359747",0,0,0,0.0356625313297473,0.0584532612154332,0,0.00818270786465145,0,0,0,0.023614800038266,0.0846936412785501,0.0574379286232223,0,0.276490100157385,0,0,0,0.276990339367407,0.115343550609751,0.0631311395155869,1,"High",0,6.7255172807915e-08
"SL362840",0,0.00598497456904575,0.00526751667546407,0,0.0208287657518262,0,0.000848543682202758,0,0,0.0321674702460058,0,0.00739930057625848,0.59892437151578,0.000990818579892024,0.191701360535125,0,0,0,0.059603686458938,0.0610397361445524,0.0134642715557635,0.998220816290854,"High",0,2.47413122001753e-09
"SL365856",0,0.0365991008697059,0,0,0.0939400581722823,0,0.012048564841697,0.00479288313782325,0,0,0.0335540666760681,0.0134246048648888,0.344116806330839,0,0.0143951366109964,0,0.000872760032875249,0,0.417985270736375,0.0143776488311164,0,0.986106901104667,"High",0,7.26609370788958e-09
"SL368641",0,0.010509623452371,0,0,0.262364871512703,0,0,0,0,0.0436346690179582,0,0.0324132423740518,0.125463770577243,0.0600789327568662,0.400223713765527,0,0,0.00243315576674444,0.0352273808212225,0.0169511584370643,0.00261449540901339,0.991915013890765,"High",0,2.33223367678261e-08
"SL371146",0,0.0770278695053692,0,0.112892053554124,0,0,0.0867936971099059,0,0,0,0.0765830113691186,0.149886057738409,0.0456333226031952,0,0.0584796713987505,0,0,0,0.303213063260045,0,0,0.910508746538917,"Low",7.61631524298436e-09,6.34692936915363e-08
"SL371161",0.00971167981504316,0,0.121117760248937,0.0926721011852038,0.210062434518987,0,0,0,0,0,0.0141102159224032,0.000157016640488704,0.045058057446469,0,0.0327770374799653,0,0.00492767220832601,0,0.0997446846843426,0.0463096015955914,0.0972988720933559,0.773947133839113,"Low",0,0
"SL373341",0,0.084271064925831,0,0.00990287028195493,0.230313844830642,0,0,0,0,0.0277111173955396,0,0.0213883927982052,0.20304327531238,0.0116998358868604,0.245604487088462,0.0157039726554227,0.0201524894014969,0,0.0578447441422728,0.0175512734885082,0.0147670887541988,0.959954456961775,"High",0,0
"SL373379",0,0.0143786790105967,0,0.0105446399264777,0.0888692928757382,0,0,0,0,0.01874258836792,0,0.00237079445819221,0.341159709757021,0.0040926305408175,0.23723460302932,0.0310601471238188,0.0340815793596755,0.131817619436312,0.0763433857270432,0,0.00575640104434605,0.996452070657279,"High",0,1.416951977032e-08
"SL375701",0,0.206528877678752,0.0995195681430421,0.0759220413294961,0.260358629209047,0.00191381717459433,0.01555169402845,0,0,0.0164312087332697,0.00425883863079073,0.0948103243323323,0.0856936716068487,0,0.00996958933813169,0,0.019340017127915,0,0.0550077244704309,0.0140885729501385,0,0.959394574753239,"Low",0,8.18119255047282e-07
"SL375735",0.273315141394054,0.0670743663882016,0.107570632312625,0.00652263797776212,0.32028390843975,0.014980162082975,0.0125570724981094,0,0,0.0214159748803262,0,0.0285277351361308,0.0682913720733542,0.0176944135128384,0.0510252771719411,0,0.000995355465338945,0,0.00827343827054979,0.00147251239604385,0,1,"Low",0,9.41609043351049e-06
"SL376913",0,0.0251857427734398,0.0646448276060842,0,0.151925602769001,0.0141665592591692,0.00590389626400629,0,0,0.0228294337011478,0.0179801000166451,0.0732716857607608,0.217537587172748,0,0.191962074486538,0.0170374929558631,0.0264089986656451,0.042282502254709,0.0394331248061187,0.0369095659458106,0.0127839225836465,0.960263117021333,"Low",4.87407240522779e-09,1.8765178760127e-07
"SL383152",0,0.0320344882670724,0,0,0.205418761862122,0.01798167443635,0,0,0,0.00933755137242963,0,0,0.0797108742460539,0,0.138595659514341,0,0.0536377966823018,0.0701154870034691,0,0.271456125063536,0.0737614208495726,0.952049839297248,"Low",0,0
"SL385470",0,0.0431585190344907,0.0219876957945689,0,0.121845726742842,0.0281063193633151,0.0309648199523088,0,0,0.0788439725476306,0,0,0.282500032449155,0.00626344674277856,0.0714366899371876,0,0.0117167677547607,0,0.232103972358142,0.0127751432772953,0.0286935470116193,0.970396652966095,"High",1.68929598407527e-06,1.28708265453354e-07
"SL385609",0.0282130865573947,0.138041664653862,0.000505544110994872,0.0482749485501035,0.0803961791871519,0.07433941588613,0,0,0,0.0867332651563736,0,0,0.269719595680215,0.0845225111576092,0.0690095844468493,0,0.0179535563793369,0,0.0698779693947809,0,0.0034400326514718,0.971027353812274,"High",0,6.66964454438428e-09
"SL385621",0.0370632816399196,0.00425223237553426,0,0.0196753641659263,0.176910052980172,0,0,0.00736262525091176,0,0.0571965030687674,0,0.0204842532156716,0.521266570527364,0.00902223750981422,0,0.000312288422544313,0,0,0.112550148846159,0.0310089889456214,0,0.997104546948406,"High",0,1.03173348683579e-07
"SL385644",0.0108537432723059,0,0.0468240928950771,0,0.319967539545683,0,0,0,0,0,0.0183225985116054,0.0906675319102201,0.0968468657445182,0.0375165309451975,0.145361216977279,0,0,0,0.0817341674970837,0.147704299754863,0,0.995798587053833,"High",0,1.88281998335592e-07
"SL387121",0.0469977815790571,0,0,0,0.120200543546072,0,0.00356058808245804,0,0,0,0.0394358238651948,0,0.395896164225745,0.00548963328417809,0.207882023439221,0,0,0,0.167051856038713,0.00164688016943692,0.00772397371235385,0.99588526794243,"High",2.60833424632936e-08,2.13409165608766e-08
"SL387129",0,0.0786669757539746,0.0794315721878514,0,0.286555276244421,0.0286354075128796,0,0,0,0.0457691501845529,0,0.0639048718142883,0.0210753107668429,0,0.0403181275857119,0,0.0062875195020005,0,0.204758792681358,0.0791802865884223,0.0108917125364379,0.945475003358741,"High",0,1.98618516850785e-09
"SL387207",0.140613282466782,0,0.0228972642878972,0.00806065241435509,0.0420559689503235,0.0471081294642213,0,0,0,0.00994241048385031,0,0,0.339929013283423,0.00918973377672031,0.254784353700326,0,0,0.0404798258512309,0.00355197826303536,0,0,0.918612612942165,"High",0,2.84926720875219e-08
"SL392447",0.0342771346324439,0,0.0214756343183904,0,0.126519840053439,0,0.0157166904936313,0,0,0.0333944478787098,0,0.0354416273557833,0.191793303742206,0,0,0,0.00641237576088746,0,0.315522769902473,0.112505422898491,0,0.893059247036455,"High",6.07342506475708e-08,4.53170947139567e-07
"SL392466",0,0.0899701570262027,0.000105338454480075,0,0,0.163832127877805,0,0,0,0.0616678704744729,0,0.0625830558887156,0.223150311141013,0,0.107430364359025,0,0.0298127952481019,0,0.10998027191737,0.0835372728106299,0.0581150391402408,0.990184604338057,"High",0,1.82400521631818e-07
"SL392652",0,0.0737659266539848,0.0108520436191603,0.024589912947375,0.161409735517462,0.0257962288519574,0,0,0,0.0855029663830566,0,0.0404794268388473,0.138208684812412,0.0083893180076716,0.0772526480106082,0,0,0,0.178227396874552,0.0868715321799707,0.0172618041724135,0.928607624869471,"High",3.29684630867546e-07,2.39514475416594e-07
"SL392957",0,0.03436998415537,0.063808289148811,0,0.302114197546873,0.0244335232505385,0.00474759613557983,0,0,0.0564172344589804,0,0.051605880429693,0.194378890794825,0.0142980438298528,0.0528654742974895,0,0,0,0.16717240178589,0.00823881830388176,0,0.974450334137785,"High",0,5.38212366083773e-08
"SL393005",0,0.198637899796761,0.0418974248354269,0,0.156788235871282,0.0251036396024434,0.0507223756235744,0,0,0,0.0274670515480263,0.034445214096704,0.0887473383518246,0.00188015786563072,0.13416562950694,0,0.0348945683172789,0.081092023397911,0.0443684640830033,0.0670643561992357,0.00171872428492233,0.988993103380965,"Low",0,5.02980551991133e-07
"SL397597",0.0849962260993706,0.0549890027697554,0.0887259479355572,0,0.181405317529419,0,0.0226164760311975,0,0,0,0,0.0338188196323896,0.142706473239608,0.00297988801948695,0.0663364831013407,0.00417801778159323,0.00373044184195992,0,0.141278964870114,0.01565119753712,0,0.843413256388912,"High",1.66322211793256e-06,2.12326227821178e-08
"SL397922",0.00731527649459524,0.0299512581658287,0.0274596046245403,0,0.322642218785443,0,0.0274421897795004,0,0,0.0122537074666588,0,0.0865480871683594,0,0,0.040705518776515,0,0.00929665609163949,0,0.366626155208338,0.0227406327783708,0,0.952981305339789,"Low",0,8.91522679241818e-07
"SL398546",0,0.0772721077764683,0.0205704669656386,0,0.21451937739136,0.0223782470467676,0.0261650493270546,0,0,0.0756921179236407,0,0.050937874915469,0.209442116936475,0.0255139579385232,0.0668042903129163,0.00723073024188689,0,0,0.130397037867894,0.0488970519526794,0.00477402900849169,0.980594455605265,"High",0,3.79616604072032e-07
"SL398553",0,0,0,0.0226329460376309,0.285261475169131,0.0507395477593117,0,0,0,0,0,0.00160621021998709,0.262768247675277,0.0901538510880519,0,0,0,0,0.222379099413294,0.0561112710319948,0,0.991652648394678,"Low",4.28433813281979e-05,0
"SL399135",0,0.0169026882389166,0,0.0337751901678448,0.0968223313990395,0.118695983275159,0,0,0,0.0519267358662071,0,0,0.249709138278243,0.0488777191826503,0.0847252147574195,0,0.0206934359488769,0,0.195790380299182,0.0217710955021877,0.0389258786824234,0.97861579159815,"High",0,1.89040234680813e-08
"SL400693",0,0.129247614335782,0.0660592387958025,0,0.120204151699441,0.0119863681990208,0,0,0,0.0478930404155313,0,0.0962908271954642,0.108736627454532,0.0279846512168209,0.156142705738895,0,0,0,0.139585038775741,0.0512917630854545,0,0.955422026912485,"Low",0,1.98931378777175e-06
"SL400922",0.0307640562637234,0.0461460217491373,0.0768664301353261,0,0.29181903302544,0.00189458081603158,0,0,0,0,0.0295303485997124,0.19810143938731,0.0499624282995774,0.00894407081117637,0.101893084131373,0,0,0.0291232326743472,0,0.0295480625517678,0,0.894592788444923,"Low",0,6.565498781756e-08
"SL401058",0.0694711165041957,0,0,0.0828855995795982,0.131276393942435,0,0,0,0,0,0.0227569536291625,0,0.250633108465544,0.0891775499111457,0.0805836997241444,0,0.0526116526945472,0.184828021854005,0,0,0.0127168676030955,0.976940963907873,"Low",0,2.18259813656925e-07
"SL403164",0,0.0145367845467406,0.0607774370232958,0,0.0581917256495829,0.0637035249094694,0.0229949766430746,0,0,0,0.00403609358710803,0,0.394124993788446,0.0889370789656504,0.241748203382911,0,0,0,0.0224377829466805,0,0,0.971488601442959,"High",0,0
"SL408083",0,0.0265430028926242,0.0564356774787889,0.00139197543820214,0.148007535148488,0,0.00316937675648007,0,0,0.000595562611919129,0.0128571570502774,0,0.609764789437382,0.000442159402131147,0.0734131017903191,0,0,0,0.0654576806109849,0,0,0.998078018617597,"Low",7.85287422355786e-09,4.71172453413472e-08
"SL414310",0.0574448952235895,0.116594418911487,0.0488020825771394,0,0.156311570784378,0.0572089311794878,0.0111550327184735,0,0,0.0371493292592416,0.0032571627607856,0.0152513725507335,0.117373478035689,0.0139225636075837,0.182862593350432,0,0.0112483665870073,0.0681942588346428,0,0.0030657326132674,0,0.899841788993938,"Low",0,2.93100529239285e-07
"SL414312",0,0.268271093825121,0,0.0121124376591527,0.202238330163348,0,0,0,0,0.0177373208643689,0.00962215717743295,0.0123524013953494,0.0901848161529302,0.00258864341668189,0.0601729393632019,0,0.0227192975322373,0.145720485738054,0.030563358492193,0.0482567369016561,0,0.922540018681727,"Low",0,3.19251198192588e-07
"SL416417",0,0,0.0215562657184531,0.0525513848151231,0.229393206705073,0.00527599441834638,0,0,0,0.0412869414549171,0.0110495520296575,0.100905263469294,0.10607739975205,0,0.036579143519561,0,0.0853978933493101,0,0.0619809880690232,0.0595135957207246,0.0191423339197975,0.830709962941331,"High",0,1.28568104238232e-07
"SL416479",0,0.15079356074127,0.0262928128467685,0,0.278355300137779,0,0.0114985256542424,0,0,0.0425052991060038,0,0.0617931187978443,0.216177329668784,0,0.0374168442198502,0,0.0189224260895767,0,0.0475695705583821,0.0609365116943371,0,0.952261299514838,"Low",6.80688170698441e-08,3.6278158430928e-06
"SL418293",0,0.311137189153962,0.0492412251181716,0.0244755669516478,0.205847741198298,0.0141089239846378,0,0,0,0.0517662650844165,0,0.0368167210639241,0.0600409952803878,0,0.0404082454223288,0,0.0252637087476856,0.0110723058690211,0.0520416516735795,0.0440563468008344,0,0.926276886348895,"Low",2.00231744216121e-08,2.70813434052303e-06
"SL418295",0.024988339722371,0,0,0,0.133530774507377,0.00336079387098394,0.00928498051376671,0.0114397337265536,0,0.14676724612264,0,0.0424018234818747,0.321427998503659,0,0,0.000156444826422119,0,0,0.236332402046355,0.0328557953334604,0,0.962546332655463,"High",5.60244314970624e-07,8.67984149954488e-08
"SL422284",0,0.0407069716379827,0.085047210871878,0,0.257606679567722,0.012377667489949,0,0,0,0.00837239457591788,0.0129370375673888,0.0224984387862248,0.0123949897087437,0,0.123424069790583,0.050901689671517,0.0344216436792503,0.0541793937424813,0.0215044825202644,0.0739274869871776,0,0.81030015659708,"Low",3.12591872094377e-07,5.25545084958671e-07
"SL423816",0,0.126587274926588,0.0538049063975177,0,0.232275118813899,0.0584537952587186,0.0208503727450122,0,0,0.0130432947565281,0,0.0210748131579083,0.146234312023004,0.0282267355079816,0.12615764971266,0,0.0156601994106727,0.129016093605847,0,0,0,0.971384566316337,"High",0,7.67986196119564e-07
"SL423844",0.0451337030942288,0,0.00402194402591246,0.0275482905180884,0.122155422789469,0.0932674781433129,0.02261173918824,0,0,0.0614190748549078,0,0,0.293245241934741,0.0995246618182878,0.0819327500695991,0.000843845265935311,0.00759882290342642,0,0.100117520325029,0,0.00905737677452462,0.968477871705703,"High",8.25818420530177e-07,2.82569194494663e-07
