"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold"
"Acidovorax.carolinensis",1.22397034938834,0.0790225348058741,0.798049191693609,0.0990196289005363,0.921122685085513,0.998695578451716,FALSE
"Acidovorax.cattleyae",0.088371173625255,-0.138861095972768,2.93263999750167,-0.0473502018969474,0.962234117595909,0.998695578451716,FALSE
"Acidovorax.citrulli",0.203033566780535,0.412639169504438,2.63408415036513,0.156653753619541,0.875517736226405,0.998695578451716,FALSE
"Acidovorax.ebreus",0.200617986225552,0.763856248783323,2.93068342356286,0.260640996786578,0.794369371229247,0.998695578451716,FALSE
"Acidovorax.monticola",0.293002598470562,0.939699057724424,1.15529684939535,0.813383208147961,0.415998383719777,0.998695578451716,FALSE
"Acidovorax.sp..1608163",1.42679545534332,-0.495446815111425,0.507982469905321,-0.975322662618196,0.329400232394649,0.998695578451716,FALSE
"Acidovorax.sp..HDW3",0.294006711155314,-0.482076939318961,1.01705669781139,-0.473992197638879,0.635505471122881,0.998695578451716,FALSE
"Acidovorax.sp..JMULE5",0.784324829133799,-0.0542219396174472,0.596496502989662,-0.0909006831484927,0.927571507367578,0.998695578451716,FALSE
"Acidovorax.sp..JS42",1.15319678762416,-1.25165552035034,1.77906303977655,-0.703547593517288,0.481714557642216,0.998695578451716,FALSE
"Acidovorax.sp..KKS102",8.791151659045,-0.549561143610265,0.482467796507098,-1.13906285059625,0.254676940743737,0.998695578451716,FALSE
"Acidovorax.sp..RAC01",0.762756622319819,-0.772256538944081,0.76346545498067,-1.011514710857,0.311770143849606,0.998695578451716,FALSE
"Acidovorax.sp..T1",0.514776595417464,0.142594773437426,1.25629101077056,0.113504571962163,0.909630538606183,0.998695578451716,FALSE
"Acinetobacter.baumannii",90.6859976020487,-0.327421060237157,0.387318033878363,-0.845354544838942,0.397912915431349,0.998695578451716,FALSE
"Acinetobacter.bereziniae",0.529404331671381,-1.14652142350758,1.22942748237607,-0.932565311856978,0.351044450405559,0.998695578451716,FALSE
"Acinetobacter.calcoaceticus",0.103964031547506,-0.810519647885245,2.3479397156241,-0.345204624501956,0.729940542370185,0.998695578451716,FALSE
"Acinetobacter.guillouiae",0.255082627667036,0.92656966016314,1.78194837764846,0.519975590643026,0.603080588158196,0.998695578451716,FALSE
"Acinetobacter.gyllenbergii",0.0447089948709346,0.140146367257203,2.93274486063682,0.0477867574292745,0.96188619054001,0.998695578451716,FALSE
"Acinetobacter.haemolyticus",0.95921382102569,-2.18404941156322,1.04719621269046,-2.08561622463468,0.0370134004818304,0.998695578451716,FALSE
"Acinetobacter.indicus",0.650226282741772,0.0592704511404632,1.20054697118469,0.0493695395207865,0.960624802490777,0.998695578451716,FALSE
"Acinetobacter.johnsonii",13.2588827396624,-0.492628611838221,0.567923706393697,-0.867420405755557,0.385711705227157,0.998695578451716,FALSE
"Acinetobacter.junii",10.1531602441109,-0.123509318984109,0.899274602599043,-0.137343274931982,0.890759466061619,0.998695578451716,FALSE
"Acinetobacter.lwoffii",2.77065840748277,-0.169707891626697,0.893930159907722,-0.18984468724516,0.849430837255153,0.998695578451716,FALSE
"Acinetobacter.nosocomialis",0.300996680845479,-0.672307000954981,1.62420914945376,-0.413928834953974,0.678926225707152,0.998695578451716,FALSE
"Acinetobacter.oleivorans",0.052841712929625,-0.145265018064678,2.91183487122917,-0.0498877939473804,0.960211804211474,0.998695578451716,FALSE
"Acinetobacter.pittii",3.49082527364175,-0.348925575694632,1.14105010287452,-0.305793386999943,0.759761963855479,0.998695578451716,FALSE
"Acinetobacter.radioresistens",0.727470477749405,-1.46083322881395,0.931165473984286,-1.56882237328164,0.116689333670545,0.998695578451716,FALSE
"Acinetobacter.schindleri",4.54109598050073,1.85446631144643,1.22577469874612,1.51289328564493,0.130306767714546,0.998695578451716,FALSE
"Acinetobacter.seifertii",0.932475348068122,-0.824373512339576,2.08640329074879,-0.395117049515253,0.692756506770778,0.998695578451716,FALSE
"Acinetobacter.septicus",0.414979730893959,-0.163505646821938,2.75757299758661,-0.0592933158850323,0.952718484900943,0.998695578451716,FALSE
"Acinetobacter.soli",0.0699779127772667,-0.238207358429861,2.38915666388041,-0.0997035322258736,0.920579696207838,0.998695578451716,FALSE
"Acinetobacter.sp..Colony158",0.351829729053051,-1.89829100079771,2.65344088980291,-0.71540730682669,0.474357398802551,0.998695578451716,FALSE
"Acinetobacter.sp..MYb10",0.167549998250809,0.165322856163475,1.9596747691505,0.0843623946003755,0.932768305425543,0.998695578451716,FALSE
"Acinetobacter.sp..NEB.394",0.834919413455863,0.511459231484367,2.05848217330965,0.248464251046701,0.803775226499247,0.998695578451716,FALSE
"Acinetobacter.sp..SWBY1",0.53354430910944,-1.84090516037743,2.37168022503879,-0.776202938719242,0.437629171216915,0.998695578451716,FALSE
"Acinetobacter.sp..Tol.5",0.216828677754984,0.248253313788738,2.93117590410119,0.0846941029507615,0.93250458428725,0.998695578451716,FALSE
"Acinetobacter.sp..WCHA55",0.0849518286709469,-0.430689993773146,2.9326967426468,-0.146858005299397,0.88324409935833,0.998695578451716,FALSE
"Acinetobacter.tandoii",0.0486232139104795,-0.0522633282340855,2.93275011288731,-0.017820586897065,0.985781981398258,0.998695578451716,FALSE
"Acinetobacter.towneri",16.0320459137118,0.812526096128244,1.56209892939199,0.52015021637874,0.602958880616784,0.998695578451716,FALSE
"Acinetobacter.ursingii",2.53672212034655,0.453889647360728,0.868872519774624,0.52238923090635,0.601399352542718,0.998695578451716,FALSE
"Acinetobacter.variabilis",0.155105206132691,0.165770153784489,2.62960416384588,0.0630399647458898,0.94973468032651,0.998695578451716,FALSE
"Acinetobacter.venetianus",0.138024274115121,0.554721405851671,2.93186443300965,0.189204316409075,0.849932684762047,0.998695578451716,FALSE
"Acinetobacter.wuhouensis",0.0500507853326941,-0.0522633282340856,2.93275011288731,-0.017820586897065,0.985781981398258,0.998695578451716,FALSE
"Actinomyces.naeslundii",0.0760124160224382,0.221481956098692,2.07715144619938,0.106627736029524,0.915084313850786,0.998695578451716,FALSE
"Actinomyces.oris",0.345736566649621,-0.69768800302753,1.6611646798213,-0.419999300191348,0.674485964924531,0.998695578451716,FALSE
"Actinomyces.sp..HMT.175",0.0386209879170581,-0.0710408414489146,2.9327584333694,-0.0242232161505702,0.980674559751699,0.998695578451716,FALSE
"Actinomyces.sp..oral.taxon.169",0.10166823601478,0.0535628968141183,2.93263315237702,0.0182644381451881,0.985427896980634,0.998695578451716,FALSE
"Actinomyces.sp..oral.taxon.171",0.168449139921991,-0.00718540486794019,1.74205067275632,-0.00412468189376561,0.996708989330405,0.998695578451716,FALSE
"Actinomyces.wuliandei",0.0732307382335109,0.715625033094229,2.932283220009,0.244050447859546,0.807191749140629,0.998695578451716,FALSE
"Actinoplanes.sp..L3.i22",0.0431881643580994,-0.0522633282340855,2.93275011288731,-0.017820586897065,0.985781981398258,0.998695578451716,FALSE
"Actinotignum.schaalii",0.0302931126085935,-0.222660608013058,2.93276851065014,-0.0759216444136256,0.939481436804085,0.998695578451716,FALSE
"Acutalibacter.muris",0.191097137558718,-0.418308914974088,1.9709101399695,-0.212241495180781,0.831918635604565,0.998695578451716,FALSE
"Aeribacillus.pallidus",0.127108016440389,-0.575719552203107,2.30441206745346,-0.249833595446894,0.802716037980706,0.998695578451716,FALSE
"Aerococcus.urinaeequi",0.208559101044246,-0.617421373232284,2.27263977116958,-0.271675863929169,0.785871261295126,0.998695578451716,FALSE
"Aeromicrobium.sp..A1.2",0.0591022419237366,0.332556473054187,2.93274464185144,0.113394282034812,0.909717972749504,0.998695578451716,FALSE
"Aeromonas.caviae",1.01295925727049,0.693037418951541,1.93987281884463,0.357259203912299,0.72089776794634,0.998695578451716,FALSE
"Aeromonas.hydrophila",0.512727607905216,-2.26476899591268,2.35881540007257,-0.960129815941934,0.336989884110471,0.998695578451716,FALSE
"Aeromonas.veronii",0.991134273084166,-0.743865893832808,1.42207831700255,-0.523083633959574,0.600916054028735,0.998695578451716,FALSE
"Aerosticca.soli",0.0487606926887571,0.0647752206855292,2.93271460407765,0.0220871204431095,0.982378460368759,0.998695578451716,FALSE
"Agrobacterium.rhizogenes",0.68858270920504,-1.32445485031523,2.44713191307523,-0.541227403082996,0.588350851742087,0.998695578451716,FALSE
"Agrobacterium.salinitolerans",0.0569041781616628,0.509670607055885,2.93260835494304,0.173794296874594,0.862027126621775,0.998695578451716,FALSE
"Agrobacterium.sp..CGMCC.11546",0.082739868199293,0.248050953094289,2.93259709995027,0.0845840545564531,0.932592076253716,0.998695578451716,FALSE
"Agrobacterium.sp..T29",0.0839974061008028,-0.145257411689829,2.74693318454621,-0.0528798488827553,0.957827640190765,0.998695578451716,FALSE
"Agrobacterium.tumefaciens",7.77194923648931,-0.69683940308718,0.677554846274242,-1.02846198638971,0.30373256338905,0.998695578451716,FALSE
"Agrobacterium.vitis",0.0562618549383145,0.239555428805233,2.8872806068986,0.0829692230927819,0.933876011626434,0.998695578451716,FALSE
"Agrococcus.jejuensis",0.0782851655010502,0.0471484171935687,2.93270774167037,0.0160767527304697,0.987173159752644,0.998695578451716,FALSE
"Ahniella.affigens",0.220419411245702,-1.06277196866314,2.7072113877014,-0.392570736622642,0.694636556637605,0.998695578451716,FALSE
"Akkermansia.muciniphila",0.60442522441028,-0.78389869827306,1.2860627573913,-0.60953378345482,0.542170687001998,0.998695578451716,FALSE
"Alcaligenes.faecalis",4.0878347171529,-0.8229893874515,0.543785576836791,-1.51344467839482,0.130166743435465,0.998695578451716,FALSE
"Alcanivorax.pacificus",0.0164847570975849,0.0219570496948508,2.93279555168459,0.00748673042764225,0.994026509184431,0.998695578451716,FALSE
"Algoriphagus.sanaruensis",0.0446737113496546,-0.0522633282340855,2.93275011288731,-0.017820586897065,0.985781981398258,0.998695578451716,FALSE
"Alicycliphilus.denitrificans",1.32056122999142,0.188823009304743,0.735517100340525,0.256721440218484,0.797393819214705,0.998695578451716,FALSE
"Alicyclobacillus.acidocaldarius",0.163009717570532,-0.717107300509856,2.93250823313699,-0.244537182336482,0.80681480852511,0.998695578451716,FALSE
"Alistipes.communis",0.35482088785008,-0.908765555667176,1.81287965567526,-0.501282891460702,0.616172044151477,0.998695578451716,FALSE
"Alistipes.dispar",0.0892653381344472,0.147668167481161,2.75286570213684,0.0536416169399537,0.957220698701638,0.998695578451716,FALSE
"Alistipes.finegoldii",0.158153728203235,-0.0214954034241019,2.93234462484773,-0.00733044923913679,0.994151200109741,0.998695578451716,FALSE
"Alistipes.megaguti",0.0443798314462452,-0.123254602942996,2.93272327097608,-0.0420273553126525,0.966476890991761,0.998695578451716,FALSE
"Alistipes.onderdonkii",0.127166447434856,0.995921678683629,2.93155054931029,0.339725227974644,0.734063461348465,0.998695578451716,FALSE
"Alistipes.shahii",0.185007512399619,0.764649447898043,2.93130423604653,0.260856392350912,0.794203254641691,0.998695578451716,FALSE
"Alkaliphilus.metalliredigens",0.0763316740468546,-0.201843194447297,2.81243664276093,-0.0717680858578026,0.942786471101,0.998695578451716,FALSE
"Alkaliphilus.oremlandii",0.0692135459263382,-0.145265902813576,2.93271520053915,-0.0495329047930977,0.960494615141323,0.998695578451716,FALSE
"Alkalitalea.saponilacus",0.10411967345879,-0.525051729749971,2.93264691065769,-0.179036803865427,0.857908803250097,0.998695578451716,FALSE
"Allochromatium.vinosum",0.0425889341424203,-0.2446720000422,2.93276044038142,-0.0834272028063701,0.933511859191591,0.998695578451716,FALSE
"Alloprevotella.sp..E39",0.180983106518024,-0.021964188103223,1.74020929726916,-0.0126215784145566,0.989929704824229,0.998695578451716,FALSE
"Allosphingosinicella.indica",0.100171996890559,0.336965246245814,2.30382174755473,0.146263592920532,0.883713305364717,0.998695578451716,FALSE
"Altererythrobacter.sp..B11",0.125596577807033,-0.0458597423507,2.64133247906096,-0.017362351280746,0.9861475439507,0.998695578451716,FALSE
"Altererythrobacter.sp..TH136",0.117887700915947,0.909536458230236,2.93178316146502,0.310233195341683,0.756383628737776,0.998695578451716,FALSE
"Alteromonas.australica",0.116850183064643,0.350800439920853,1.74688506461993,0.200814837235544,0.840843360821327,0.998695578451716,FALSE
"Amedibacterium.intestinale",0.0959092212780293,-0.0394490054664701,2.73571755883296,-0.0144199847455374,0.988494915526036,0.998695578451716,FALSE
"Aminipila.sp..JN.18",0.137256229393481,0.258773046621611,2.65656462348384,0.0974089033385738,0.922401674513021,0.998695578451716,FALSE
"Amniculibacterium.sp..G2.70",0.086422836206197,-0.3312838965323,2.93265150186528,-0.112963949627697,0.910059136249143,0.998695578451716,FALSE
"Amphibacillus.xylanus",0.0417989996728384,-0.0522633282340855,2.93275011288731,-0.017820586897065,0.985781981398258,0.998695578451716,FALSE
"Anabaenopsis.elenkinii",0.0907452747260468,-0.430689993773146,2.9326967426468,-0.146858005299397,0.88324409935833,0.998695578451716,FALSE
"Anaerobutyricum.hallii",1.52625258819921,0.851438860706071,0.957869345790988,0.888888306581072,0.374063110473102,0.998695578451716,FALSE
"Anaerococcus.mediterraneensis",0.613146921866091,-0.584229249899083,0.872464825201197,-0.669630720945518,0.503093225207626,0.998695578451716,FALSE
"Anaerococcus.prevotii",0.705713344426931,0.337558482603694,1.05837799102008,0.318939438903439,0.749772436904433,0.998695578451716,FALSE
"Anaerococcus.vaginalis",0.244344403015669,-1.3363983478332,2.00476552121431,-0.666610799962147,0.505020768773187,0.998695578451716,FALSE
"Anaerocolumna.cellulosilytica",0.14168316080962,-0.620941273686048,2.63805532704968,-0.235378412014008,0.813915040149514,0.998695578451716,FALSE
"Anaerostipes.caccae",0.10490802446625,-0.0458541573830279,2.93267282883954,-0.0156356198114239,0.987525088651635,0.998695578451716,FALSE
"Anaerostipes.hadrus",1.01370017042821,0.969402768162437,1.01190893068389,0.957994083032035,0.3380657422277,0.998695578451716,FALSE
"Anaerotignum.propionicum",0.481940618198497,-0.171282878934397,1.72717624132757,-0.0991693116405672,0.921003840483161,0.998695578451716,FALSE
"Ancylobacter.sp..TS.1",0.0632565058999349,-0.337678938641556,2.93272760998122,-0.115141596339293,0.908332890024931,0.998695578451716,FALSE
"Aneurinibacillus.soli",0.0591939699663961,0.0471440395389661,2.86793561780339,0.016438318645059,0.98688471001548,0.998695578451716,FALSE
"Anoxybacillus.amylolyticus",0.153387338508956,0.164701203626399,1.5462788759529,0.106514553220487,0.915174109294243,0.998695578451716,FALSE
"Anoxybacillus.caldiproteolyticus",0.128920420622751,0.0580403402636305,1.74390523701945,0.0332818200390457,0.973449851235339,0.998695578451716,FALSE
"Anoxybacillus.flavithermus",0.924607986964125,-1.51545474590723,0.677117909331324,-2.23809579546314,0.0252148087921152,0.998695578451716,FALSE
"Anoxybacillus.gonensis",0.0476626474708846,-0.145265902813576,2.93271520053915,-0.0495329047930976,0.960494615141323,0.998695578451716,FALSE
"Anoxybacillus.kamchatkensis",0.263471139137638,-0.71035195908845,1.44302015117592,-0.492267525515554,0.622530234124659,0.998695578451716,FALSE
"Antarctobacter.heliothermus",0.055216976535586,0.239556733521255,2.89454023715321,0.0827615834965418,0.934041116220167,0.998695578451716,FALSE
"Aquabacter.sp..L1I39",0.0537699675093684,0.146563132628416,2.91318080747056,0.0503103453972269,0.959875079776422,0.998695578451716,FALSE
"Aquabacterium.olei",0.343518645048584,-0.265175931386596,0.776429787884956,-0.341532403218265,0.732702815440422,0.998695578451716,FALSE
"Aquihabitans.sp..G128",0.111912037461705,0.444755588340355,2.68181296784262,0.165841389266657,0.868281773179285,0.998695578451716,FALSE
"Aquirhabdus.parva",0.0663137604337068,-0.145265902813576,2.93271520053915,-0.0495329047930976,0.960494615141323,0.998695578451716,FALSE
"Aquisediminimonas.profunda",0.0506651215677788,0.140146367257203,2.93274486063682,0.0477867574292745,0.96188619054001,0.998695578451716,FALSE
"Aquisphaera.giovannonii",0.144538553666633,-0.52166867779875,2.93253013249172,-0.17789030435486,0.858809125405446,0.998695578451716,FALSE
"Arachidicoccus.soli",0.251620381390955,0.84205125872944,2.67399091755609,0.314904307715091,0.752834310803877,0.998695578451716,FALSE
"Arachidicoccus.sp..B3.10",0.319434188858102,0.112211366411897,1.25275791935394,0.0895714684204633,0.928627758146848,0.998695578451716,FALSE
"Arachidicoccus.sp..BS20",0.670319254939,0.218918344575607,2.01080139642772,0.108871191836511,0.913304656378328,0.998695578451716,FALSE
"Arachnia.propionica",0.043821507910591,-0.2446720000422,2.93276044038142,-0.0834272028063701,0.933511859191591,0.998695578451716,FALSE
"Arachnia.rubra",0.0461838602751543,0.153140061554128,2.93275023008691,0.0522172191764144,0.958355612731806,0.998695578451716,FALSE
"Arsenicicoccus.sp..oral.taxon.190",0.0467951782215353,-0.2446720000422,2.93276044038142,-0.0834272028063701,0.933511859191591,0.998695578451716,FALSE
"Arthrobacter.agilis",0.131141411850567,-0.0395157797188878,1.73234908492407,-0.0228105178469961,0.981801418179827,0.998695578451716,FALSE
"Aspergillus.chevalieri",1.93776770093637,-0.897755071411966,0.986378809152982,-0.910152431379666,0.362742126694985,0.998695578451716,FALSE
"Aspergillus.fumigatus",0.419844779587778,-0.441379899686209,1.08987167822113,-0.404983365020202,0.685489738686201,0.998695578451716,FALSE
"Aspergillus.luchuensis",1.1203678436552,-1.14766935169185,0.810006409969437,-1.41686453041175,0.156522538490625,0.998695578451716,FALSE
"Aspergillus.oryzae",22.5835798949053,-0.547495181084892,0.399878051058897,-1.36915537033127,0.170950713300111,0.998695578451716,FALSE
"Aspergillus.puulaauensis",0.879405706268785,-0.814460345171123,0.9995393433079,-0.814835704691452,0.415166360271689,0.998695578451716,FALSE
"Asticcacaulis.excentricus",1.15552606339936,-1.1102103189022,0.668488527010802,-1.6607769229288,0.0967582575805978,0.998695578451716,FALSE
"Aurantiacibacter.gangjinensis",0.0862250897069384,0.445536572570177,2.9323693086948,0.15193740135293,0.879236308718359,0.998695578451716,FALSE
"Aureimonas.sp..OT7",0.03717063612658,0.140146367257203,2.93274486063682,0.0477867574292745,0.96188619054001,0.998695578451716,FALSE
"Azoarcus.sp..DD4",0.120406892667691,-0.425436887028432,2.28310462451698,-0.186341389027863,0.852177052066077,0.998695578451716,FALSE
"Azospira.oryzae",0.0679565239174609,0.494113297136891,2.85191333222008,0.173256771709906,0.862449600938902,0.998695578451716,FALSE
"Azospira.sp..I09",0.153795649335094,-0.616938695830024,1.9731718430788,-0.312663439828635,0.754536374645383,0.998695578451716,FALSE
"Azospirillum.brasilense",0.174833139552527,-0.710981267606084,1.99377814349983,-0.356599990788365,0.721391284375834,0.998695578451716,FALSE
"Azotobacter.chroococcum",0.114011466531552,-0.0394505712693688,2.68335119873655,-0.0147019783649431,0.988269941022669,0.998695578451716,FALSE
"Babesia.bigemina",7.84256358151743,-0.474022657870928,1.48935345051394,-0.318274119355184,0.75027701414933,0.998695578451716,FALSE
"Babesia.bovis",3.77900591022278,1.63160908742048,0.727947396422764,2.241383231039,0.0250012617829344,0.998695578451716,FALSE
"Babesia.microti",0.552103122793764,1.55035703902966,1.17296225116781,1.32174504122883,0.186253064750248,0.998695578451716,FALSE
"Bacillus.altitudinis",0.120210729441386,0.0535628968141183,2.93263315237702,0.0182644381451882,0.985427896980634,0.998695578451716,FALSE
"Bacillus.amyloliquefaciens",0.154064328956871,-0.717107760087901,2.93250823281646,-0.244537339081627,0.806814687144565,0.998695578451716,FALSE
"Bacillus.anthracis",0.0771342956855532,0.0535628968141183,2.93263315237702,0.0182644381451881,0.985427896980634,0.998695578451716,FALSE
"Bacillus.atrophaeus",1.41466578513364,0.610593944256891,0.807525583659788,0.756129535227376,0.449571535376688,0.998695578451716,FALSE
"Bacillus.cereus",11.4649410626226,0.235867695091581,0.406746276984529,0.579889008057355,0.561989468720197,0.998695578451716,FALSE
"Bacillus.licheniformis",0.0605070642317175,0.434041925243641,2.93267367842625,0.148002121216759,0.882341094191369,0.998695578451716,FALSE
"Bacillus.mycoides",0.448704605394938,-1.46921651593617,1.50803748049938,-0.974257294619526,0.329928803031068,0.998695578451716,FALSE
"Bacillus.phage.vB_BanS.Tsamsa",0.0793716593939676,0.537878085956884,2.93256966614839,0.183415279836584,0.854472187657549,0.998695578451716,FALSE
"Bacillus.sp..HD4P25",0.0689888875185913,0.56429385224494,2.932390914035,0.192434729470794,0.847401690548956,0.998695578451716,FALSE
"Bacillus.sp..S3",0.181374559184658,-0.0394712641553686,2.21419955619285,-0.0178264258273254,0.985777323345889,0.998695578451716,FALSE
"Bacillus.subtilis",1.96075030240909,-2.39740967883444,2.68282938406842,-0.893612427637441,0.371529294714575,0.998695578451716,FALSE
"Bacillus.thuringiensis",0.30542984062631,0.787294463072416,1.44321188356342,0.54551550748634,0.585399017926963,0.998695578451716,FALSE
"Bacillus.velezensis",1.13955503342602,1.06885220488988,1.11585835084594,0.957874450712832,0.338126071211599,0.998695578451716,FALSE
"Bacteroides.caccae",0.311382903655944,0.0100696508110065,1.78702678103378,0.00563486284474218,0.995504053726258,0.998695578451716,FALSE
"Bacteroides.cellulosilyticus",0.14473394857155,-0.12534010212273,1.990958493234,-0.0629546535242605,0.949802613896602,0.998695578451716,FALSE
"Bacteroides.coprosuis",0.0855302537982661,-0.238198925878236,2.33888202806089,-0.101843069902812,0.918881238520825,0.998695578451716,FALSE
"Bacteroides.eggerthii",0.266754193257051,-0.0770428966441828,2.61919129337735,-0.0294147650990543,0.97653379705417,0.998695578451716,FALSE
"Bacteroides.fragilis",6.36778097688478,-0.509539920423107,0.928279350156828,-0.54890795571077,0.583068618169349,0.998695578451716,FALSE
"Bacteroides.ovatus",0.427257215137085,0.620179689664507,2.32695610328345,0.266519720242855,0.789838973911348,0.998695578451716,FALSE
"Bacteroides.salyersiae",0.0317218691234627,0.0407346218312137,2.93278723133981,0.0138893887002517,0.988918227505134,0.998695578451716,FALSE
"Bacteroides.sp..CBA7301",0.123141241604081,0.551772580199882,2.93238468713692,0.188165141708816,0.850747197250129,0.998695578451716,FALSE
"Bacteroides.thetaiotaomicron",1.39469723911383,-1.00624521776796,1.10614302716949,-0.909688162427637,0.362986988794938,0.998695578451716,FALSE
"Bacteroides.uniformis",1.2118176212184,0.867848478105419,1.66900958932382,0.519978125744033,0.603078821209494,0.998695578451716,FALSE
"Bacteroides.xylanisolvens",0.154941746371823,-0.226779617985085,2.63612925329145,-0.0860275032803985,0.931444553811014,0.998695578451716,FALSE
"Bacteroides.zhangwenhongi",0.0748564081294017,0.0471484171935688,2.93270774167037,0.0160767527304697,0.987173159752644,0.998695578451716,FALSE
"Bacteroides.zoogleoformans",0.0466772181568596,-0.2446720000422,2.93276044038142,-0.0834272028063701,0.933511859191591,0.998695578451716,FALSE
"Baekduia.soli",0.159666743058559,-0.717581296816407,2.93219219720648,-0.244725191445517,0.806669221087609,0.998695578451716,FALSE
"Barnesiella.viscericola",0.216576299985496,0.303643615958684,1.75012739986359,0.173498007049287,0.862259994271581,0.998695578451716,FALSE
"Bdellovibrio.bacteriovorus",0.0982211349972388,-0.0522633282340856,2.93275011288731,-0.017820586897065,0.985781981398258,0.998695578451716,FALSE
"Bdellovibrio.exovorus",0.0341962267944376,0.233139418857719,2.9327843168705,0.0794942258510492,0.936639524183735,0.998695578451716,FALSE
"Beggiatoa.leptomitoformis",0.038860184629985,0.140146367257203,2.93274486063682,0.0477867574292745,0.96188619054001,0.998695578451716,FALSE
"Besnoitia.besnoiti",0.252200571451251,0.818555969485768,2.03466597750178,0.402304839485649,0.687459693461783,0.998695578451716,FALSE
"Bifidobacterium.adolescentis",0.618463599878399,-1.70083631977812,0.993745670407842,-1.71154086042969,0.0869813149722993,0.998695578451716,FALSE
"Bifidobacterium.animalis",0.286589197212597,0.874800467555472,2.9303598243026,0.298530050917439,0.765298643818543,0.998695578451716,FALSE
"Bifidobacterium.bifidum",0.0302831912087311,-0.151669425458319,2.93279535221354,-0.0517149706145864,0.958755808376632,0.998695578451716,FALSE
"Bifidobacterium.longum",0.457760986897503,-0.999080326146664,1.22295249291105,-0.816941240103702,0.413962008620534,0.998695578451716,FALSE
"Bifidobacterium.thermophilum",0.197728940816726,-1.30503265069237,2.93093493354408,-0.445261556562201,0.656130746284476,0.998695578451716,FALSE
"Bigelowiella.natans",4.61645349818841,3.37794266478192,1.18649347718982,2.84699640556179,0.00441338606942127,0.998695578451716,FALSE
"Blastococcus.saxobsidens",0.550571352746771,1.49718153578837,1.7419268176776,0.859497379909716,0.390066164917707,0.998695578451716,FALSE
"Blattabacterium.cuenoti",0.124268599967495,-0.132419882286351,1.98630521382012,-0.0666664324118026,0.94684725789272,0.998695578451716,FALSE
"Blautia.argi",0.078235375344529,-0.0522633282340855,2.93275011288731,-0.017820586897065,0.985781981398258,0.998695578451716,FALSE
"Blautia.hansenii",0.262977348638302,0.0853720828331121,1.96273080844403,0.0434965826519997,0.965305688598448,0.998695578451716,FALSE
"Blautia.obeum",0.959190295503729,0.646293220336541,1.15868415505005,0.557782047436925,0.576993223125932,0.998695578451716,FALSE
