"microbe","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold","enriched.in"
"Acidovorax.sp..1608163",0,0,0,0,1,NA,NA,"HypoxiaHigh"
"Acidovorax.sp..HDW3",0.0139441739243574,-1.3245404712407,2.91745453508648,-0.45400552272923,0.649824851807031,NA,NA,"HypoxiaLow"
"Acidovorax.sp..JMULE5",0,NA,NA,NA,NA,NA,NA,NA
"Acidovorax.sp..JS42",0,NA,NA,NA,NA,NA,NA,NA
"Acidovorax.sp..KKS102",0.3711648149922,-0.99034822048454,2.70338754550489,-0.366336015023543,0.714114358522208,0.86759556812198,FALSE,"HypoxiaLow"
"Acidovorax.sp..RAC01",0.122436754786227,-2.11578233123566,2.91564536063286,-0.725665185417618,0.468044049354327,NA,NA,"HypoxiaLow"
"Acidovorax.sp..T1",0.08768667651872,-1.92026153414885,2.91611654413265,-0.65849958500887,0.510217163607553,NA,NA,"HypoxiaLow"
"Aciduliprofundum.boonei",0,NA,NA,NA,NA,NA,NA,NA
"Aciduliprofundum.sp..MAR08.339",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.baumannii",2.38171061766841,0.685738641798644,1.62479481060816,0.422046302290916,0.672991221250735,0.854816919623741,FALSE,"HypoxiaHigh"
"Acinetobacter.bereziniae",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.calcoaceticus",82.7531345603355,0.500910474646437,0.602547636598865,0.831320951607862,0.405792341682537,0.730545275951322,FALSE,"HypoxiaHigh"
"Acinetobacter.cumulans",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.dispersus",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.equi",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.guillouiae",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.haemolyticus",0.0747906182840806,-1.13633009311782,2.91613588773184,-0.38966980170518,0.696780729547537,NA,NA,"HypoxiaLow"
"Acinetobacter.indicus",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.johnsonii",0.00435490809237516,-1.20986456973809,2.91769895675851,-0.414663948429491,0.678387927468032,NA,NA,"HypoxiaLow"
"Acinetobacter.junii",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.lanii",0.0387347352513754,-1.23786404114319,2.91764114317829,-0.424268777549093,0.671369806805703,NA,NA,"HypoxiaLow"
"Acinetobacter.larvae",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.lwoffii",0,0,0,0,1,NA,NA,"HypoxiaHigh"
"Acinetobacter.nosocomialis",0.329930764721617,-0.468070572832435,2.15727917732716,-0.216972646726404,0.828229661906327,NA,NA,"HypoxiaLow"
"Acinetobacter.piscicola",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.pittii",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.radioresistens",0.00758338188937207,-1.08492202549169,2.91778905521627,-0.371830178590917,0.710019292851408,NA,NA,"HypoxiaLow"
"Acinetobacter.schindleri",0.20481514282951,-2.47192836334085,2.91480682842623,-0.848059068351882,0.396405075527778,NA,NA,"HypoxiaLow"
"Acinetobacter.seifertii",0.00199202484633677,-1.17994429916494,2.91776067655715,-0.404400644866197,0.685918126069297,NA,NA,"HypoxiaLow"
"Acinetobacter.septicus",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.shaoyimingii",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..10FS3.1",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..ACNIH1",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..ACNIH2",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..Colony158",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..CS.2",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..F9",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..LoGeW2.3",0.00403760158689162,-1.08492202549168,2.91778905521627,-0.371830178590915,0.710019292851409,NA,NA,"HypoxiaLow"
"Acinetobacter.sp..Marseille.Q1620",0.00501497253867334,-1.08492202549168,2.91778905521627,-0.371830178590916,0.710019292851408,NA,NA,"HypoxiaLow"
"Acinetobacter.sp..MYb10",0.0738663681637987,-1.78090461394903,2.91644783497783,-0.61064168286849,0.541436821203936,NA,NA,"HypoxiaLow"
"Acinetobacter.sp..NCu2D.2",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..NEB.394",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..NEB149",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..SWBY1",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..TGL.Y2",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..Tol.5",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..TTH0.4",0.00435490809237516,-1.20986456973809,2.91769895675851,-0.414663948429491,0.678387927468032,NA,NA,"HypoxiaLow"
"Acinetobacter.sp..WCHA45",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..WCHA55",0.103508313239568,-2.0083095392703,2.91590620825076,-0.688742845564666,0.490985108432152,NA,NA,"HypoxiaLow"
"Acinetobacter.sp..WCHAc010034",0,0,0,0,1,NA,NA,"HypoxiaHigh"
"Acinetobacter.sp..WY4",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.towneri",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.ursingii",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.variabilis",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.venetianus",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.virus.Aci05",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.wanghuae",0.0198567165150812,-1.0162711649256,2.91776476907997,-0.348304693954493,0.727611369033494,NA,NA,"HypoxiaLow"
"Acinetobacter.wuhouensis",0,NA,NA,NA,NA,NA,NA,NA
"Actibacterium.sp..EMB200.NS6",0.0459521930886306,-0.621164488691323,2.91712689991278,-0.212937081588701,0.831376038660847,NA,NA,"HypoxiaLow"
"Actinoalloteichus.hoggarensis",0.0294174441359882,-1.15299602131317,2.91728406243198,-0.395229260037152,0.692673700441209,NA,NA,"HypoxiaLow"
"Actinoalloteichus.hymeniacidonis",0.0192625310171546,-1.38107710321135,2.91733858428032,-0.473403090972401,0.635925625064535,NA,NA,"HypoxiaLow"
"Actinobacillus.delphinicola",0,NA,NA,NA,NA,NA,NA,NA
"Actinobacillus.equuli",0.0048061065539109,-1.08492202549168,2.91778905521627,-0.371830178590916,0.710019292851408,NA,NA,"HypoxiaLow"
"Actinobacillus.indolicus",0,NA,NA,NA,NA,NA,NA,NA
"Actinobacillus.lignieresii",0,NA,NA,NA,NA,NA,NA,NA
"Actinobacillus.pleuropneumoniae",0,NA,NA,NA,NA,NA,NA,NA
"Actinobacillus.porcitonsillarum",0.0263450135799351,-1.32473390203069,2.91745413076358,-0.454071886876237,0.649777086956215,NA,NA,"HypoxiaLow"
"Actinobacillus.sp..GY.402",0.00820046835370701,-0.975762388260399,2.91774437155969,-0.33442353544454,0.73805998203701,NA,NA,"HypoxiaLow"
"Actinobaculum.sp..313",0,NA,NA,NA,NA,NA,NA,NA
"Actinocatenispora.sera",0,NA,NA,NA,NA,NA,NA,NA
"Actinocatenispora.thailandica",0.328884357043566,0.972150944534911,1.6564359067346,0.586893184687932,0.557275447311942,NA,NA,"HypoxiaHigh"
"Actinomadura.sp..NAK00032",0.00758338188937207,-1.08492202549169,2.91778905521627,-0.371830178590917,0.710019292851408,NA,NA,"HypoxiaLow"
"Actinomadura.sp..WMMA1423",0.00181997661576083,-1.17769941239017,2.91776535784041,-0.403630610400368,0.686484372621333,NA,NA,"HypoxiaLow"
"Actinomadura.sp..WMMB.499",0.0436809696310317,-1.5094551283595,2.91687264117298,-0.517490927458696,0.604813500578821,NA,NA,"HypoxiaLow"
"Actinomadura.verrucosospora",0.0821281385363216,-1.46674448961951,2.91658272533695,-0.502898298367334,0.615035777566327,NA,NA,"HypoxiaLow"
"Actinomyces.faecalis",0,NA,NA,NA,NA,NA,NA,NA
"Actinomyces.gaoshouyii",0,NA,NA,NA,NA,NA,NA,NA
"Actinomyces.howellii",0.0213806769698475,-1.23786404077148,2.91764114317911,-0.424268777421572,0.671369806898692,NA,NA,"HypoxiaLow"
"Actinomyces.israelii",0,NA,NA,NA,NA,NA,NA,NA
"Actinomyces.lilanjuaniae",0.0034335806606163,-1.08492202549168,2.91778905521627,-0.371830178590915,0.710019292851409,NA,NA,"HypoxiaLow"
"Actinomyces.marmotae",0,NA,NA,NA,NA,NA,NA,NA
"Actinomyces.naeslundii",0.163589175802022,-1.59725011980513,2.91685331377893,-0.547593570187392,0.58397100537298,NA,NA,"HypoxiaLow"
"Actinomyces.oris",0.810111551294303,-2.47253870683326,1.84326981123476,-1.34138729542637,0.179794740265581,0.577147512597815,FALSE,"HypoxiaLow"
"Actinomyces.pacaensis",0.0809808705722178,-0.691070117265368,2.84608433297274,-0.24281434996817,0.808149218534643,NA,NA,"HypoxiaLow"
"Actinomyces.procaprae",0.00772559652466598,-1.17557538168071,2.91764924209456,-0.402918680120978,0.687008048737514,NA,NA,"HypoxiaLow"
"Actinomyces.qiguomingii",0,NA,NA,NA,NA,NA,NA,NA
"Actinomyces.radicidentis",0,NA,NA,NA,NA,NA,NA,NA
"Actinomyces.respiraculi",0,NA,NA,NA,NA,NA,NA,NA
"Actinomyces.slackii",0.119538506510472,-2.10106858130692,2.91568330098277,-0.720609327013923,0.471149913686288,NA,NA,"HypoxiaLow"
"Actinomyces.sp..432",0.132656192293745,-1.45713772023184,1.97894492762694,-0.736320500833324,0.461535672826144,NA,NA,"HypoxiaLow"
"Actinomyces.sp..Chiba101",0,NA,NA,NA,NA,NA,NA,NA
"Actinomyces.sp..HMT.175",0.0244873509572455,-1.4315107927174,2.91723424150189,-0.490708209972336,0.623632838923083,NA,NA,"HypoxiaLow"
"Actinomyces.sp..HMT897",0.00275179014530781,-1.18974772621833,2.91774031636874,-0.407763404969165,0.68344738274994,NA,NA,"HypoxiaLow"
"Actinomyces.sp..oral.taxon.169",0.251260342056698,-1.77932324304663,2.89123111027913,-0.61542062020592,0.538276977187659,NA,NA,"HypoxiaLow"
"Actinomyces.sp..oral.taxon.171",0,NA,NA,NA,NA,NA,NA,NA
"Actinomyces.sp..oral.taxon.414",0.133216900228498,-1.87075072868889,2.5265894578687,-0.740425288668367,0.459041978891004,NA,NA,"HypoxiaLow"
"Actinomyces.sp..oral.taxon.897",0,NA,NA,NA,NA,NA,NA,NA
"Actinomyces.sp..Z16",0,NA,NA,NA,NA,NA,NA,NA
"Actinomyces.sp..zg.332",0,NA,NA,NA,NA,NA,NA,NA
"Actinomyces.trachealis",0,NA,NA,NA,NA,NA,NA,NA
"Actinomyces.viscosus",0.00403760158689162,-1.08492202549168,2.91778905521627,-0.371830178590915,0.710019292851409,NA,NA,"HypoxiaLow"
"Actinomyces.weissii",0.0448451542456044,-1.61686131209823,2.91680805684425,-0.554325578025021,0.579356048390586,NA,NA,"HypoxiaLow"
"Actinomyces.wuliandei",0.00435490809237516,-1.20986456973809,2.91769895675851,-0.414663948429491,0.678387927468032,NA,NA,"HypoxiaLow"
"Actinoplanes.derwentensis",0.0100299450773467,-1.0162711649256,2.91776476907997,-0.348304693954491,0.727611369033495,NA,NA,"HypoxiaLow"
"Actinoplanes.friuliensis",0,NA,NA,NA,NA,NA,NA,NA
"Actinoplanes.ianthinogenes",0,NA,NA,NA,NA,NA,NA,NA
"Actinoplanes.missouriensis",0.0574131368661806,-1.32473425649773,2.91745413002269,-0.454072008490303,0.649776999427176,NA,NA,"HypoxiaLow"
"Actinoplanes.sp..L3.i22",0.191827566078857,0.165226741798595,1.35580287094416,0.121866346014988,0.903004868912281,NA,NA,"HypoxiaHigh"
"Actinoplanes.sp..N902.109",0,NA,NA,NA,NA,NA,NA,NA
"Actinoplanes.sp..OR16",7.80137740920697,-0.528139874838552,0.516229406269386,-1.02307204592477,0.30627378283897,0.667693603662116,FALSE,"HypoxiaLow"
"Actinopolymorpha.singaporensis",0.0287619276830601,-1.41169043611712,2.91727723583163,-0.483906849434105,0.628451979143728,NA,NA,"HypoxiaLow"
"Actinopolyspora.erythraea",0,NA,NA,NA,NA,NA,NA,NA
"Actinosynnema.pretiosum",0.285793607668293,-1.18494118500666,2.00305640836824,-0.591566558014186,0.554140873300826,NA,NA,"HypoxiaLow"
"Actinotalea.sp..JY.7876",0.0861197052992708,-1.4116904376118,2.91727723582837,-0.483906849947,0.628451978779712,NA,NA,"HypoxiaLow"
"Actinotignum.schaalii",0.00635251853644542,-1.08492202549169,2.91778905521627,-0.371830178590916,0.710019292851408,NA,NA,"HypoxiaLow"
"Acutalibacter.muris",0.467101478254049,-1.09546286740841,1.48479449797354,-0.737787531475572,0.460643571285726,0.740323622990249,FALSE,"HypoxiaLow"
"Adhaeretor.mobilis",0.0130647242771255,-1.31363825757947,2.9174774094738,-0.450265100018854,0.652519300570238,NA,NA,"HypoxiaLow"
"Adhaeribacter.radiodurans",0,NA,NA,NA,NA,NA,NA,NA
"Adhaeribacter.swui",0.0390073104149392,-1.02990275476137,2.91754587437914,-0.353003105728555,0.724086112203737,NA,NA,"HypoxiaLow"
"Adlercreutzia.equolifaciens",0.0541709884629705,-0.888755840716664,2.88432321377458,-0.308133234331111,0.75798095337689,NA,NA,"HypoxiaLow"
"Adlercreutzia.sp..8CFCBH1",0,NA,NA,NA,NA,NA,NA,NA
"Advenella.kashmirensis",0.0054599298472825,-1.22410161988206,2.91767002376737,-0.419547656147032,0.674815933726622,NA,NA,"HypoxiaLow"
"Advenella.mimigardefordensis",0,NA,NA,NA,NA,NA,NA,NA
"Aeoliella.mucimassa",0,NA,NA,NA,NA,NA,NA,NA
"Aequoribacter.fuscus",0,NA,NA,NA,NA,NA,NA,NA
"Aequorivita.sp..H23M31",0,NA,NA,NA,NA,NA,NA,NA
"Aequorivita.sp..KX20305",0,NA,NA,NA,NA,NA,NA,NA
"Aequorivita.sublithincola",0.014281676872359,-1.1692152169421,2.91761570813104,-0.400743392518638,0.688609059694635,NA,NA,"HypoxiaLow"
"Aeribacillus.pallidus",0.0152235164743276,-1.33709922113828,2.91742839346436,-0.458314323715248,0.646726634856129,NA,NA,"HypoxiaLow"
"Aerococcus.christensenii",0,NA,NA,NA,NA,NA,NA,NA
"Aerococcus.sanguinicola",0.018227227783215,-0.832297759140261,2.91758233600342,-0.285269673067861,0.775437545330585,NA,NA,"HypoxiaLow"
"Aerococcus.urinae",0,NA,NA,NA,NA,NA,NA,NA
"Aerococcus.urinaeequi",0,NA,NA,NA,NA,NA,NA,NA
"Aerococcus.urinaehominis",0,NA,NA,NA,NA,NA,NA,NA
"Aerococcus.viridans",0,NA,NA,NA,NA,NA,NA,NA
"Aeromicrobium.chenweiae",0,NA,NA,NA,NA,NA,NA,NA
"Aeromicrobium.choanae",0.00906856936399369,-1.08492202549169,2.91778905521627,-0.371830178590917,0.710019292851407,NA,NA,"HypoxiaLow"
"Aeromicrobium.erythreum",0.0280787833522196,-1.0162711649256,2.91776476907997,-0.348304693954494,0.727611369033493,NA,NA,"HypoxiaLow"
"Aeromicrobium.marinum",0,NA,NA,NA,NA,NA,NA,NA
"Aeromicrobium.sp..A1.2",0,NA,NA,NA,NA,NA,NA,NA
"Aeromicrobium.sp..zg.629",0,NA,NA,NA,NA,NA,NA,NA
"Aeromonas.allosaccharophila",0,NA,NA,NA,NA,NA,NA,NA
"Aeromonas.caviae",0,NA,NA,NA,NA,NA,NA,NA
"Aeromonas.dhakensis",0,NA,NA,NA,NA,NA,NA,NA
"Aeromonas.encheleia",0,NA,NA,NA,NA,NA,NA,NA
"Aeromonas.hydrophila",0.00799802594522077,-1.23786404018407,2.91764114318041,-0.424268777220051,0.671369807045644,NA,NA,"HypoxiaLow"
"Aeromonas.jandaei",0,NA,NA,NA,NA,NA,NA,NA
"Aeromonas.media",0,NA,NA,NA,NA,NA,NA,NA
"Aeromonas.rivipollensis",0,NA,NA,NA,NA,NA,NA,NA
"Aeromonas.salmonicida",0,NA,NA,NA,NA,NA,NA,NA
"Aeromonas.sanarellii",0,NA,NA,NA,NA,NA,NA,NA
"Aeromonas.schubertii",0,NA,NA,NA,NA,NA,NA,NA
"Aeromonas.simiae",0,NA,NA,NA,NA,NA,NA,NA
"Aeromonas.sp..1805",0,NA,NA,NA,NA,NA,NA,NA
"Aeromonas.sp..ASNIH4",0,NA,NA,NA,NA,NA,NA,NA
"Aeromonas.sp..CA23",0.0294760292933892,-1.47934345022156,2.91713283130755,-0.507122416348272,0.612068927399666,NA,NA,"HypoxiaLow"
"Aeromonas.sp..CU5",0,NA,NA,NA,NA,NA,NA,NA
"Aeromonas.sp..FDAARGOS.1403",0,NA,NA,NA,NA,NA,NA,NA
"Aeromonas.sp..FDAARGOS.1411",0.283822030327072,-1.884490939055,2.86015893746328,-0.658876300324198,0.509975205763819,NA,NA,"HypoxiaLow"
"Aeromonas.sp..FDAARGOS.1414",0,NA,NA,NA,NA,NA,NA,NA
"Aeromonas.sp..FDAARGOS.1415",0,NA,NA,NA,NA,NA,NA,NA
"Aeromonas.sp..FDAARGOS.1417",0,NA,NA,NA,NA,NA,NA,NA
"Aeromonas.sp..WP2.W18.CRE.05",0,NA,NA,NA,NA,NA,NA,NA
"Aeropyrum.camini",0,NA,NA,NA,NA,NA,NA,NA
"Aeropyrum.pernix",0,NA,NA,NA,NA,NA,NA,NA
"Aerosticca.soli",0,0,0,0,1,NA,NA,"HypoxiaHigh"
"Aestuarium.zhoushanense",0,NA,NA,NA,NA,NA,NA,NA
"Afipia.carboxidovorans",0,NA,NA,NA,NA,NA,NA,NA
"Afipia.sp..GAS231",0.0304843566466261,-1.48991976743693,2.917110069862,-0.510751988013746,0.609524732267163,NA,NA,"HypoxiaLow"
"Agarilytica.rhodophyticola",0,NA,NA,NA,NA,NA,NA,NA
"Agarivorans.aestuarii",0,NA,NA,NA,NA,NA,NA,NA
"Agarivorans.albus",0,NA,NA,NA,NA,NA,NA,NA
"Aggregatibacter.actinomycetemcomitans",0.00410023417685351,-1.05973706847445,2.91778001501997,-0.363199783060821,0.716455649669219,NA,NA,"HypoxiaLow"
"Aggregatibacter.aphrophilus",0.0264118993603539,-0.655264904249106,2.91720837385657,-0.224620534522476,0.822274488829597,NA,NA,"HypoxiaLow"
"Aggregatibacter.segnis",0.0874517579023449,-1.84411793157953,2.77004971883549,-0.665734596400958,0.505580756035382,NA,NA,"HypoxiaLow"
"Aggregatibacter.sp..2125159857",0.0389522246801083,-0.470686169013978,2.91677035894442,-0.161372378038125,0.871800120660307,NA,NA,"HypoxiaLow"
"Aggregatibacter.sp..oral.taxon.513",0,0,0,0,1,NA,NA,"HypoxiaHigh"
"Agreia.sp..COWG",0,NA,NA,NA,NA,NA,NA,NA
"Agrobacterium.fabacearum",0,NA,NA,NA,NA,NA,NA,NA
"Agrobacterium.fabrum",0,NA,NA,NA,NA,NA,NA,NA
"Agrobacterium.larrymoorei",0.0860412535298059,-1.32473425679923,2.91745413002206,-0.454072008593743,0.649776999352727,NA,NA,"HypoxiaLow"
"Agrobacterium.rhizogenes",0,NA,NA,NA,NA,NA,NA,NA
"Agrobacterium.rubi",0.0101490109828851,-1.27998902208692,2.91754908416323,-0.438720647078343,0.660863964554661,NA,NA,"HypoxiaLow"
"Agrobacterium.salinitolerans",0,NA,NA,NA,NA,NA,NA,NA
"Agrobacterium.sp..33MFTa1.1",0,NA,NA,NA,NA,NA,NA,NA
"Agrobacterium.sp..MA01",0,NA,NA,NA,NA,NA,NA,NA
"Agrobacterium.sp..RAC06",0,NA,NA,NA,NA,NA,NA,NA
"Agrobacterium.sp..T29",0,NA,NA,NA,NA,NA,NA,NA
"Agrobacterium.tumefaciens",0.133559106526188,0.403781699401951,2.21628762545348,0.182188311103949,0.855434945867364,NA,NA,"HypoxiaHigh"
"Agrobacterium.vitis",0.00205011708842675,-1.10517569542736,2.91779643733195,-0.378770664494314,0.704858173385499,NA,NA,"HypoxiaLow"
"Agrococcus.carbonis",0,NA,NA,NA,NA,NA,NA,NA
"Agrococcus.jejuensis",0.0381151112186725,-0.708681754624115,2.91733172918821,-0.242921210342204,0.808066434159769,NA,NA,"HypoxiaLow"
"Agrococcus.sp..Marseille.Q4369",0,NA,NA,NA,NA,NA,NA,NA
