"microbe","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold","enriched.in"
"Acidiphilium.multivorum",0,NA,NA,NA,NA,NA,NA,NA
"Acidipropionibacterium.acidipropionici",0.00675168086498462,-0.907576684444807,2.89366054682793,-0.313643106977321,0.753792115718167,NA,NA,"HypoxiaLow"
"Acidipropionibacterium.jensenii",0.000964366218531057,-0.827304993307819,2.89369902656687,-0.285898770297942,0.774955655615037,NA,NA,"HypoxiaLow"
"Acidipropionibacterium.virtanenii",0.0285813032781348,-0.778854416362951,2.59821257313382,-0.299765471238383,0.76435605473804,NA,NA,"HypoxiaLow"
"Acidisarcina.polymorpha",0.0444592497046538,-0.834282736174236,1.1630021599281,-0.717352697114349,0.47315649909044,NA,NA,"HypoxiaLow"
"Acidithiobacillus.caldus",0,NA,NA,NA,NA,NA,NA,NA
"Acidithiobacillus.ferrivorans",0.00468908729721302,-0.866023360578459,2.89368184855,-0.299280779955964,0.764725818286905,NA,NA,"HypoxiaLow"
"Acidithiobacillus.ferrooxidans",0,NA,NA,NA,NA,NA,NA,NA
"Acidithiobacillus.thiooxidans",0,NA,NA,NA,NA,NA,NA,NA
"Acidobacterium.capsulatum",0,NA,NA,NA,NA,NA,NA,NA
"Acidobacterium.sp..4Y35",0,NA,NA,NA,NA,NA,NA,NA
"Acidothermus.cellulolyticus",0.0303797210804792,-0.492569086881908,2.06617527859013,-0.238396563924633,0.811573532206132,NA,NA,"HypoxiaLow"
"Acidovorax.antarcticus",0.250267088027842,-0.14609189424437,2.55004709662254,-0.0572898808174424,0.954314281052921,0.97916621545534,FALSE,"HypoxiaLow"
"Acidovorax.avenae",0.362236840173709,-1.97411397400234,1.08657577437558,-1.81682126599665,0.0692444854721656,0.272823272760333,FALSE,"HypoxiaLow"
"Acidovorax.carolinensis",0.178306961066832,-1.74948148891063,1.91354855865758,-0.91426030502092,0.360580083209349,0.681982197091706,FALSE,"HypoxiaLow"
"Acidovorax.cattleyae",0.00555430081126343,-0.851576878565668,2.89368835635725,-0.294287695734341,0.768538073972698,NA,NA,"HypoxiaLow"
"Acidovorax.citrulli",0.0215704849567777,-1.09641475103442,2.89355358137083,-0.378916346354641,0.704749985147857,NA,NA,"HypoxiaLow"
"Acidovorax.ebreus",0,NA,NA,NA,NA,NA,NA,NA
"Acidovorax.monticola",0,NA,NA,NA,NA,NA,NA,NA
"Acidovorax.sp..1608163",0.0983953115142831,-1.69956161664793,2.53404020785557,-0.670692442597893,0.50241647825975,NA,NA,"HypoxiaLow"
"Acidovorax.sp..HDW3",0.0697580349197207,-1.56152791327471,2.89323890864468,-0.539716201316469,0.589392765216269,NA,NA,"HypoxiaLow"
"Acidovorax.sp..JMULE5",0,0,0,0,1,NA,NA,"HypoxiaHigh"
"Acidovorax.sp..JS42",0.0131890442162142,-0.974123797327664,2.8936242911708,-0.336644878293277,0.736384620872317,NA,NA,"HypoxiaLow"
"Acidovorax.sp..KKS102",0.128682983941258,-1.24059874521152,2.30896862074942,-0.537295628040568,0.591063424897164,0.796167485160624,FALSE,"HypoxiaLow"
"Acidovorax.sp..RAC01",0.406841793311252,-2.38291729686098,1.39011082676684,-1.71419231544526,0.0864934117503103,0.310528415983065,FALSE,"HypoxiaLow"
"Acidovorax.sp..T1",0.0321394905007176,-1.1939551425016,2.8934907472899,-0.412634857609235,0.679874158507705,NA,NA,"HypoxiaLow"
"Aciduliprofundum.boonei",0,NA,NA,NA,NA,NA,NA,NA
"Aciduliprofundum.sp..MAR08.339",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.baumannii",3.33257517740823,-1.08699421726436,0.835138541361936,-1.30157352753915,0.193062214218399,0.519225340628323,FALSE,"HypoxiaLow"
"Acinetobacter.bereziniae",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.calcoaceticus",186.6285689069,0.209850662050413,0.25707145130349,0.816312589306816,0.414321375858859,0.729938746348395,FALSE,"HypoxiaHigh"
"Acinetobacter.cumulans",0.0110038463294814,-0.797480383833957,2.89370372002788,-0.275591581237029,0.782861776552326,NA,NA,"HypoxiaLow"
"Acinetobacter.dispersus",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.equi",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.guillouiae",0.00315733861697443,-0.830017243835448,2.89368949273228,-0.286837010646822,0.774237122724601,NA,NA,"HypoxiaLow"
"Acinetobacter.haemolyticus",0.169430909384107,-0.438371116899809,1.38516517323238,-0.316475699339768,0.751641467154962,0.860891680404229,FALSE,"HypoxiaLow"
"Acinetobacter.indicus",0,0,0,0,1,NA,NA,"HypoxiaHigh"
"Acinetobacter.johnsonii",0.863421133912721,-1.876712260616,1.71873227730724,-1.09191657443955,0.274869771838131,0.610133465375908,FALSE,"HypoxiaLow"
"Acinetobacter.junii",0.0134063634965113,-0.932157804850827,2.89362700622222,-0.32214165918634,0.747345379570545,NA,NA,"HypoxiaLow"
"Acinetobacter.lanii",0.0103258136258472,-0.83236474147145,2.89369678749312,-0.287647532757759,0.773616555969056,NA,NA,"HypoxiaLow"
"Acinetobacter.larvae",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.lwoffii",0.154509015490256,-2.09199834708056,2.89286350477179,-0.723158332091989,0.469582615081313,0.741112866525496,FALSE,"HypoxiaLow"
"Acinetobacter.nosocomialis",1.5843034081748,0.0989635437622843,0.738401980223485,0.134023941447627,0.89338364268881,0.945980201589114,FALSE,"HypoxiaHigh"
"Acinetobacter.piscicola",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.pittii",0.0466497451621245,-1.34135789158597,2.8933912738475,-0.463593674215479,0.642938887349269,NA,NA,"HypoxiaLow"
"Acinetobacter.radioresistens",0.124662195289207,-1.79860991254325,2.72139886327576,-0.660913744330095,0.50866763123878,0.745458604453614,FALSE,"HypoxiaLow"
"Acinetobacter.schindleri",0.0824015211114333,-1.51336360193647,1.77306655035956,-0.853528933603523,0.393366049528499,NA,NA,"HypoxiaLow"
"Acinetobacter.seifertii",0.000531029247207774,-0.820999815496732,2.89370177966323,-0.283719566842261,0.776625298491301,NA,NA,"HypoxiaLow"
"Acinetobacter.septicus",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.shaoyimingii",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..10FS3.1",0.00885903483574756,-0.911600844088367,2.89365843479179,-0.315034018226813,0.752735825139882,NA,NA,"HypoxiaLow"
"Acinetobacter.sp..ACNIH1",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..ACNIH2",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..Colony158",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..CS.2",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..F9",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..LoGeW2.3",0.0104631128439189,-0.75027731870234,2.89367396133938,-0.259281912449827,0.795417734111694,NA,NA,"HypoxiaLow"
"Acinetobacter.sp..Marseille.Q1620",0.00133687945553323,-0.797480383833956,2.89370372002788,-0.275591581237028,0.782861776552326,NA,NA,"HypoxiaLow"
"Acinetobacter.sp..MYb10",0.026467979715222,-1.00051442767889,2.89359991105772,-0.34576806000563,0.729517030687545,NA,NA,"HypoxiaLow"
"Acinetobacter.sp..NCu2D.2",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..NEB.394",0.000964366218531057,-0.827304993307819,2.89369902656687,-0.285898770297942,0.774955655615037,NA,NA,"HypoxiaLow"
"Acinetobacter.sp..NEB149",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..SWBY1",0.00408022607522724,-0.871066227660834,2.89367941324472,-0.301023749788543,0.76339638427094,NA,NA,"HypoxiaLow"
"Acinetobacter.sp..TGL.Y2",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..Tol.5",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..TTH0.4",0.00729113959594236,-0.899984010493284,2.89366454774685,-0.311018777623708,0.755786346611114,NA,NA,"HypoxiaLow"
"Acinetobacter.sp..WCHA45",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.sp..WCHA55",0.027593000037341,-1.016283042528,2.89360130427311,-0.351217370902897,0.725425279122957,NA,NA,"HypoxiaLow"
"Acinetobacter.sp..WCHAc010034",0.289186049396124,-1.74648682124418,1.81380508405487,-0.962885613563173,0.335604930009367,0.668548395504365,FALSE,"HypoxiaLow"
"Acinetobacter.sp..WY4",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.towneri",0.00591617813046776,-0.871066227750792,2.89367941324467,-0.301023749819635,0.763396384247231,NA,NA,"HypoxiaLow"
"Acinetobacter.ursingii",0.0617515211547716,-1.47860128489576,2.89329758211186,-0.511043625113913,0.609320509665807,NA,NA,"HypoxiaLow"
"Acinetobacter.variabilis",0,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter.venetianus",0.00234476615737572,-0.846987043123432,2.89369036044347,-0.292701338989714,0.769750446331444,NA,NA,"HypoxiaLow"
"Acinetobacter.virus.Aci05",0.00188643749119666,-0.807349221511322,2.89369946976569,-0.279002443047997,0.780242949904125,NA,NA,"HypoxiaLow"
"Acinetobacter.wanghuae",0.00529335627635998,-0.781629982106271,2.89370212833508,-0.270114181571269,0.787072412184,NA,NA,"HypoxiaLow"
"Acinetobacter.wuhouensis",0.00822586644646378,-0.702377455767718,2.89369442488432,-0.242726892559084,0.808216973095833,NA,NA,"HypoxiaLow"
"Actibacterium.sp..EMB200.NS6",0.0354282553412141,-0.667648409440323,2.37275988198737,-0.281380520004879,0.778418557583067,NA,NA,"HypoxiaLow"
"Actinoalloteichus.hoggarensis",0.0183817020602548,-0.869056586816823,2.11374288331125,-0.411145836931414,0.680965601189315,NA,NA,"HypoxiaLow"
"Actinoalloteichus.hymeniacidonis",0.00513495971908513,-0.886302798351427,2.89367173372457,-0.306290028693279,0.759383830584692,NA,NA,"HypoxiaLow"
"Actinobacillus.delphinicola",0,NA,NA,NA,NA,NA,NA,NA
"Actinobacillus.equuli",0.00128120045792451,-0.797480383833956,2.89370372002788,-0.275591581237028,0.782861776552326,NA,NA,"HypoxiaLow"
"Actinobacillus.indolicus",0,NA,NA,NA,NA,NA,NA,NA
"Actinobacillus.lignieresii",0,NA,NA,NA,NA,NA,NA,NA
"Actinobacillus.pleuropneumoniae",0.0109763531260894,-0.6706159639295,2.89369130351098,-0.231751038238193,0.816731387549931,NA,NA,"HypoxiaLow"
"Actinobacillus.porcitonsillarum",0.0477824646381516,-0.978587492390004,2.55902522656568,-0.382406348413887,0.702159982212769,NA,NA,"HypoxiaLow"
"Actinobacillus.sp..GY.402",0.00218606135592549,-0.767928491768388,2.89370076634218,-0.265379371875792,0.790717225496752,NA,NA,"HypoxiaLow"
"Actinobaculum.sp..313",0,NA,NA,NA,NA,NA,NA,NA
"Actinocatenispora.sera",0.00548325785911804,-0.871066227732263,2.89367941324468,-0.301023749813231,0.763396384252115,NA,NA,"HypoxiaLow"
"Actinocatenispora.thailandica",0.565963903248479,1.02940738733797,0.502442296957466,2.04880718357418,0.0404809730569819,0.182280038679438,FALSE,"HypoxiaHigh"
"Actinomadura.sp..NAK00032",0.00953119501615625,-0.903353666425105,2.89365310970787,-0.312184505943183,0.754900306570415,NA,NA,"HypoxiaLow"
"Actinomadura.sp..WMMA1423",0.0433017669363723,-1.26875396106363,2.56168507155808,-0.495281006689844,0.620401776079515,NA,NA,"HypoxiaLow"
"Actinomadura.sp..WMMB.499",0.114498895847691,-1.21137948522012,1.12363749230683,-1.07808745570883,0.280994729201232,0.615342595552208,FALSE,"HypoxiaLow"
"Actinomadura.verrucosospora",0.0274525962650931,-0.978077524028392,2.21647821117571,-0.44127549691074,0.659013562903474,NA,NA,"HypoxiaLow"
"Actinomyces.faecalis",0,NA,NA,NA,NA,NA,NA,NA
"Actinomyces.gaoshouyii",0.00262408939040808,-0.850895707788826,2.89368865338033,-0.294052266747783,0.768717964769261,NA,NA,"HypoxiaLow"
"Actinomyces.howellii",0.00569961003095406,-0.832364741402088,2.89369678749315,-0.287647532733786,0.773616555987408,NA,NA,"HypoxiaLow"
"Actinomyces.israelii",0,NA,NA,NA,NA,NA,NA,NA
"Actinomyces.lilanjuaniae",0.000915315768669885,-0.797480383833956,2.89370372002788,-0.275591581237028,0.782861776552326,NA,NA,"HypoxiaLow"
"Actinomyces.marmotae",0,NA,NA,NA,NA,NA,NA,NA
"Actinomyces.naeslundii",0.0507970704522911,-0.93213601406213,2.8936475709902,-0.322131839207756,0.747352818608596,NA,NA,"HypoxiaLow"
"Actinomyces.oris",0.598816231392495,-1.58066390379519,0.742381555317688,-2.12917992435679,0.0332393772009346,0.16168289650825,FALSE,"HypoxiaLow"
"Actinomyces.pacaensis",0.0448238879897319,-0.496073239158907,2.36900076607676,-0.209401890561834,0.834134517025451,NA,NA,"HypoxiaLow"
"Actinomyces.procaprae",0.032989344087369,-1.11742703310258,1.92189267121715,-0.581420102088691,0.560957352518273,NA,NA,"HypoxiaLow"
"Actinomyces.qiguomingii",0.00140926177831243,-0.83236474124825,2.89369678749322,-0.287647532680616,0.773616556028112,NA,NA,"HypoxiaLow"
"Actinomyces.radicidentis",0,NA,NA,NA,NA,NA,NA,NA
"Actinomyces.respiraculi",0,NA,NA,NA,NA,NA,NA,NA
"Actinomyces.slackii",0.0318662908453835,-1.21263044001633,2.89347813042792,-0.419090929792855,0.675149679227682,NA,NA,"HypoxiaLow"
"Actinomyces.sp..432",0.0676103243996376,-1.15877554614735,1.05734402373387,-1.09593048254558,0.273109198012795,NA,NA,"HypoxiaLow"
"Actinomyces.sp..Chiba101",0.00891707001387914,-0.938192725737895,2.89364422931328,-0.324225319835033,0.745767454124407,NA,NA,"HypoxiaLow"
"Actinomyces.sp..HMT.175",0.0493246186027982,-1.38621512320183,2.89336098996052,-0.479102029788804,0.631866045814038,NA,NA,"HypoxiaLow"
"Actinomyces.sp..HMT897",0.000733565674155018,-0.823932859010897,2.89370051062223,-0.284733287355203,0.775848486157184,NA,NA,"HypoxiaLow"
"Actinomyces.sp..oral.taxon.169",0.365112105539104,-1.45061646867921,2.71529748443006,-0.534238504987857,0.593176532137109,0.796621921055402,FALSE,"HypoxiaLow"
"Actinomyces.sp..oral.taxon.171",0,NA,NA,NA,NA,NA,NA,NA
"Actinomyces.sp..oral.taxon.414",0.059338977340447,-1.24898851833647,1.59042080795871,-0.78531952806851,0.432266249071842,NA,NA,"HypoxiaLow"
"Actinomyces.sp..oral.taxon.897",0.00130207776676008,-0.797480383833956,2.89370372002788,-0.275591581237028,0.782861776552326,NA,NA,"HypoxiaLow"
"Actinomyces.sp..Z16",0.00243481398414036,-0.797480383833956,2.89370372002788,-0.275591581237028,0.782861776552326,NA,NA,"HypoxiaLow"
"Actinomyces.sp..zg.332",0.00194961280271089,-0.781629982106271,2.89370212833508,-0.270114181571269,0.787072412184,NA,NA,"HypoxiaLow"
"Actinomyces.trachealis",0.00244754868145676,-0.781629982106271,2.89370212833508,-0.270114181571269,0.787072412184,NA,NA,"HypoxiaLow"
"Actinomyces.viscosus",0.03718385942322,-0.859931276604947,2.89367575213591,-0.297176100663733,0.766332067015603,NA,NA,"HypoxiaLow"
"Actinomyces.weissii",0.0223163637607896,-0.936543053071237,2.65085915370793,-0.353297930507259,0.723865096841975,NA,NA,"HypoxiaLow"
"Actinomyces.wuliandei",0.0284725860116399,-0.446086403240347,2.89363497731812,-0.15416125625278,0.877482589975961,NA,NA,"HypoxiaLow"
"Actinoplanes.derwentensis",0.0115181537816956,-0.86775866636405,2.89365197665084,-0.299883563526671,0.764265972077512,NA,NA,"HypoxiaLow"
"Actinoplanes.friuliensis",0.0216341328777105,-0.754382152056679,2.08754076638973,-0.361373614447461,0.71782016980614,NA,NA,"HypoxiaLow"
"Actinoplanes.ianthinogenes",0.0183269587018964,-0.927014940301446,2.27335151109919,-0.407774572377161,0.683439183272635,NA,NA,"HypoxiaLow"
"Actinoplanes.missouriensis",0.0162471555951808,-0.86512864457555,2.89368226715863,-0.298971540308411,0.764961760507868,NA,NA,"HypoxiaLow"
"Actinoplanes.sp..L3.i22",0.192867815644249,-0.15439891668788,0.427461138019764,-0.36119989153433,0.717950023211612,0.848192831020615,FALSE,"HypoxiaLow"
"Actinoplanes.sp..N902.109",0.00411668454234233,-0.865892184719615,2.89368190990678,-0.299235441793085,0.764760408821026,NA,NA,"HypoxiaLow"
"Actinoplanes.sp..OR16",15.2656009715378,-1.50583095420229,0.220047021043263,-6.84322353950991,7.74306799214411e-12,2.91165257875875e-10,TRUE,"HypoxiaLow"
"Actinopolymorpha.singaporensis",0.0354309306519908,-1.14634053607023,2.89352200862522,-0.39617481140739,0.691976071901307,NA,NA,"HypoxiaLow"
"Actinopolyspora.erythraea",0.00786968162913006,-0.902601950225143,2.89366316587209,-0.311923640895887,0.755098555405767,NA,NA,"HypoxiaLow"
"Actinosynnema.pretiosum",0.465795070210237,-1.09173415154063,0.731557866761455,-1.49234148266856,0.135609647110459,0.420710243791502,FALSE,"HypoxiaLow"
"Actinotalea.sp..JY.7876",0.0319583376495164,-0.997485189237612,2.89361157025383,-0.344719795667015,0.730305034546307,NA,NA,"HypoxiaLow"
"Actinotignum.schaalii",0.0054616334754787,-0.840489278622194,2.89368135511657,-0.290456748852479,0.77146683457296,NA,NA,"HypoxiaLow"
"Acutalibacter.muris",0.615939506269607,-1.26988949206561,0.450485618854419,-2.81893458729032,0.00481833361697899,0.0361604465731376,TRUE,"HypoxiaLow"
"Adhaeretor.mobilis",0.0082763937472848,-0.88600299667473,2.89366221069305,-0.306187430378243,0.759461942224047,NA,NA,"HypoxiaLow"
"Adhaeribacter.radiodurans",0,NA,NA,NA,NA,NA,NA,NA
"Adhaeribacter.swui",0.0226198691289944,-0.903872229589363,2.89363233608679,-0.312365955521397,0.754762420392738,NA,NA,"HypoxiaLow"
"Adlercreutzia.equolifaciens",0.032874825165866,-0.783692592474867,1.91422106069182,-0.409405480154748,0.682242118630215,NA,NA,"HypoxiaLow"
"Adlercreutzia.sp..8CFCBH1",0.0237099885514699,-0.670615571779972,2.89369130367699,-0.231750902706114,0.816731492823539,NA,NA,"HypoxiaLow"
"Advenella.kashmirensis",0.00145549511691157,-0.834394122937421,2.89369589162887,-0.288348933055208,0.77307965379899,NA,NA,"HypoxiaLow"
"Advenella.mimigardefordensis",0,NA,NA,NA,NA,NA,NA,NA
"Aeoliella.mucimassa",0.0358102573606521,-0.69611767716102,2.57148193733651,-0.270706811917973,0.786616537225239,NA,NA,"HypoxiaLow"
"Aequoribacter.fuscus",0,NA,NA,NA,NA,NA,NA,NA
"Aequorivita.sp..H23M31",0.041191375493672,-0.851576878817303,2.89368835635714,-0.294287695821312,0.768538073906246,NA,NA,"HypoxiaLow"
"Aequorivita.sp..KX20305",0,NA,NA,NA,NA,NA,NA,NA
"Aequorivita.sublithincola",0.00380717546387037,-0.81659681319759,2.8936953939574,-0.282198608361752,0.77779122534288,NA,NA,"HypoxiaLow"
"Aeribacillus.pallidus",0.0128193032248637,-0.983508330756214,2.89361915640454,-0.339888657627726,0.733940378596599,NA,NA,"HypoxiaLow"
"Aerococcus.christensenii",0.0121748316766101,-0.824295621176968,2.89365505294174,-0.284863125042833,0.775749007934646,NA,NA,"HypoxiaLow"
"Aerococcus.sanguinicola",0.0105576757246261,-0.706924810096658,2.89369162719768,-0.244298598873599,0.806999568544555,NA,NA,"HypoxiaLow"
"Aerococcus.urinae",0,NA,NA,NA,NA,NA,NA,NA
"Aerococcus.urinaeequi",0,NA,NA,NA,NA,NA,NA,NA
"Aerococcus.urinaehominis",0,NA,NA,NA,NA,NA,NA,NA
"Aerococcus.viridans",0.00117238307868786,-0.830266344886217,2.8936977151423,-0.286922279594567,0.77417183075615,NA,NA,"HypoxiaLow"
"Aeromicrobium.chenweiae",0.0107401605254848,-0.962442762310692,2.8936307290518,-0.332607320155904,0.739430717018842,NA,NA,"HypoxiaLow"
"Aeromicrobium.choanae",0.0455241788657727,-1.21452845752143,2.5446990357314,-0.47727783933095,0.633164289107026,NA,NA,"HypoxiaLow"
"Aeromicrobium.erythreum",0.0117320405460343,-0.718227636679771,2.89369593234653,-0.248204252786626,0.803976376043633,NA,NA,"HypoxiaLow"
"Aeromicrobium.marinum",0,NA,NA,NA,NA,NA,NA,NA
"Aeromicrobium.sp..A1.2",0,NA,NA,NA,NA,NA,NA,NA
